point_id,lat,lon,threshold_mm,lead_days,POD,FAR,CSI,BIAS,HSS,FAR_lo,FAR_hi,NPV,NPV_lo,NPV_hi,wet_days,n
p0028,18.5,81.5,1.0,1,0.8754325259515571,0.3411458333333333,0.6023809523809524,1.328719723183391,0.6145955349087592,0.27341974431818183,0.42222366148531953,0.933579335793358,0.9014084507042254,0.9605796621730059,289,926
p0029,18.5,83.0,1.0,1,0.9098712446351931,0.5246636771300448,0.4539614561027837,1.9141630901287554,0.4390118740467264,0.467845643682191,0.580569551434216,0.95625,0.9361994465730098,0.9728761444858539,233,926
p0030,20.0,72.5,1.0,1,0.9750889679715302,0.2789473684210526,0.7080103359173127,1.3523131672597866,0.7374374570291524,0.19850194746829122,0.37160995873553904,0.9871794871794872,0.9748185723266047,0.9965521677411723,281,926
p0031,20.0,74.0,1.0,1,0.8844221105527639,0.4584615384615385,0.5057471264367817,1.6331658291457287,0.5524483384568696,0.40274647887323944,0.5192469418960245,0.961730449251248,0.938808651026393,0.9801099188498498,199,926
p0032,20.0,75.5,1.0,1,0.9020618556701031,0.4205298013245033,0.5451713395638629,1.556701030927835,0.6048287150707354,0.3542089831195673,0.493594398340249,0.969551282051282,0.9537142430406395,0.9841752635627347,194,926
p0033,20.0,77.0,1.0,1,0.8839285714285714,0.34868421052631576,0.6,1.3571428571428572,0.6534745532069309,0.2814841357103589,0.4256779661016949,0.9581993569131833,0.9325636885324625,0.9775712025316455,224,926
p0034,20.0,78.5,1.0,1,0.8277310924369747,0.3519736842105263,0.5710144927536231,1.2773109243697478,0.6163140978980257,0.2848562440718084,0.41953298173201864,0.9340836012861736,0.900954296396764,0.9611050252091031,238,926
p0035,20.0,80.0,1.0,1,0.8345070422535211,0.25471698113207547,0.6493150684931507,1.119718309859155,0.6854586177247975,0.19998878923766816,0.32090602284527514,0.9226973684210527,0.8896315640880857,0.9528577038145101,284,926
p0036,20.0,81.5,1.0,1,0.9417989417989417,0.526595744680851,0.4599483204134367,1.9894179894179893,0.49211939264476645,0.45102966444309683,0.619053356282272,0.98,0.9638335385325689,0.992870823377707,189,926
p0037,20.0,83.0,1.0,1,0.8438661710037175,0.3439306358381503,0.5850515463917526,1.2862453531598512,0.6110887927751198,0.2927445343106281,0.4039160617952072,0.9275862068965517,0.8981199135938913,0.9528459390654513,269,926
p0038,20.0,84.5,1.0,1,0.8154362416107382,0.38636363636363635,0.5388026607538803,1.3288590604026846,0.5263287328959146,0.32452429149797574,0.4505515370705244,0.8962264150943396,0.8533815168085503,0.9312314948843635,298,926
p0039,20.0,86.0,1.0,1,0.9547738693467337,0.5539906103286385,0.4367816091954023,2.14070351758794,0.4455794448707484,0.49891492244999597,0.6213211600429644,0.982,0.9659934689507494,0.9948378082786243,199,926
p0040,21.5,69.5,1.0,1,0.9333333333333333,0.5384615384615384,0.44680851063829785,2.022222222222222,0.5249689244914468,0.44782084102736275,0.6278398934492306,0.9862174578866769,0.9756830270793037,0.9952267942842,135,926
p0041,21.5,71.0,1.0,1,0.7875,0.3853658536585366,0.5271966527196653,1.28125,0.6158522706413598,0.29896610972864085,0.4730626512931584,0.9528432732316228,0.931503109439446,0.9706283973869921,160,926
p0042,21.5,72.5,1.0,1,0.8868778280542986,0.26865671641791045,0.6689419795221843,1.2126696832579185,0.7313597999748772,0.21028983203518253,0.33920901510383894,0.9620060790273556,0.9335172088637436,0.9809856684867111,221,926
p0043,21.5,74.0,1.0,1,0.9388888888888889,0.46006389776357826,0.5216049382716049,1.738888888888889,0.5825650451666191,0.38309574774256216,0.5454809725158561,0.9820554649265906,0.9669283793794069,0.9937599933903899,180,926
p0044,21.5,75.5,1.0,1,0.8805970149253731,0.4380952380952381,0.5221238938053098,1.5671641791044777,0.5728417419828808,0.3745371640937679,0.5132137911371782,0.9607201309328969,0.9378063151777354,0.980002487562189,201,926
p0045,21.5,77.0,1.0,1,0.8565891472868217,0.2608695652173913,0.6577380952380952,1.1589147286821706,0.705420223625027,0.191331758335103,0.34106252434748735,0.9409888357256778,0.905687916619591,0.9688547500254557,258,926
p0046,21.5,78.5,1.0,1,0.8091872791519434,0.268370607028754,0.6239782016348774,1.1060070671378093,0.6589937503002098,0.2065736708401379,0.3402377136752137,0.9119086460032626,0.8733929663608563,0.9439772378354947,283,926
p0047,21.5,80.0,1.0,1,0.8725099601593626,0.30254777070063693,0.6329479768786127,1.250996015936255,0.6782980725567755,0.238368903550339,0.3665807702084392,0.9477124183006536,0.9210072482601287,0.968073610147031,251,926
p0048,21.5,81.5,1.0,1,0.8874458874458875,0.3768996960486322,0.5774647887323944,1.4242424242424243,0.62107365193337,0.3148975092072107,0.4524727336749539,0.9564489112227805,0.9349586535248914,0.9738118538209106,231,926
p0049,21.5,83.0,1.0,1,0.8634538152610441,0.35240963855421686,0.587431693989071,1.3333333333333333,0.6247994203987441,0.3022352946316231,0.41106608734952127,0.9427609427609428,0.9210513639590305,0.9651952171918337,249,926
p0050,21.5,84.5,1.0,1,0.8621908127208481,0.3333333333333333,0.6024691358024692,1.2932862190812722,0.6214342665901508,0.2688598727069636,0.40848986985106667,0.9303571428571429,0.8989140189182634,0.9576500322195578,283,926
p0051,21.5,86.0,1.0,1,0.8356545961002786,0.27884615384615385,0.631578947368421,1.158774373259053,0.6132107446498728,0.21806261882440436,0.3545330483779236,0.884313725490196,0.8421910927882941,0.925929186228482,359,926
p0052,23.0,69.5,1.0,1,0.8230088495575221,0.5079365079365079,0.4449760765550239,1.6725663716814159,0.5466493344250395,0.4230555555555556,0.605885738349242,0.9728629579375848,0.9563985552425376,0.9885656134691904,113,926
p0053,23.0,71.0,1.0,1,0.8115942028985508,0.38461538461538464,0.5384615384615384,1.318840579710145,0.6387633692012613,0.3157518796992481,0.46261679370543396,0.9650537634408602,0.9452420907405431,0.9822234209298337,138,926
p0054,23.0,72.5,1.0,1,0.8484848484848485,0.35185185185185186,0.5809128630705395,1.309090909090909,0.6677891207206439,0.2677595628415301,0.4362947993767043,0.9647887323943662,0.9465041863843413,0.9814368628981125,165,926
p0055,23.0,74.0,1.0,1,0.8926553672316384,0.41044776119402987,0.5505226480836237,1.5141242937853108,0.6234087226275071,0.33081149122394243,0.5000999999999999,0.9711246200607903,0.9534408250236756,0.9855318482826683,177,926
p0056,23.0,75.5,1.0,1,0.8388625592417062,0.3832752613240418,0.5514018691588785,1.3601895734597156,0.6078509796079216,0.3145002988706957,0.4694937135159407,0.94679186228482,0.9200496342737722,0.9705882352941176,211,926
p0057,23.0,77.0,1.0,1,0.83984375,0.2833333333333333,0.6304985337243402,1.171875,0.677026817547667,0.22788782772895635,0.34534958546586453,0.9345047923322684,0.9058174442885016,0.9609782348720401,256,926
p0058,23.0,78.5,1.0,1,0.8786610878661087,0.27335640138408307,0.660377358490566,1.209205020920502,0.7149031033165519,0.20843291990062207,0.3410865676285292,0.9544740973312402,0.9358012298948163,0.9700487840550434,239,926
p0059,23.0,80.0,1.0,1,0.9279279279279279,0.33116883116883117,0.6358024691358025,1.3873873873873874,0.6913577457150282,0.25785222008812564,0.4151517886445684,0.9741100323624595,0.9583959296353365,0.9876787418493184,222,926
p0060,23.0,81.5,1.0,1,0.8754448398576512,0.29512893982808025,0.640625,1.2419928825622777,0.6700048031980003,0.2295483088965477,0.37463034539083195,0.9393414211438474,0.9137191025902248,0.9647456030150754,281,926
p0061,23.0,83.0,1.0,1,0.8571428571428571,0.2336448598130841,0.6795580110497238,1.1184668989547037,0.7163963944935235,0.18099317319610864,0.294880073800738,0.9322314049586777,0.9012037037037037,0.9575880095322352,287,926
p0062,23.0,84.5,1.0,1,0.8625,0.26790450928381965,0.6555819477434679,1.178125,0.6677652904177245,0.20736797532930254,0.32990030961859074,0.9198542805100182,0.8821290908140169,0.9529062429357246,320,926
p0063,23.0,86.0,1.0,1,0.8287671232876712,0.3314917127071823,0.587378640776699,1.2397260273972603,0.6006555114714508,0.26549225487064837,0.4025591268735125,0.9113475177304965,0.8770336327856804,0.9411832683766881,292,926
p0064,23.0,87.5,1.0,1,0.8867313915857605,0.3200992555831266,0.6255707762557078,1.3042071197411003,0.6298329343973792,0.2658842753308744,0.3844492462935009,0.9330783938814532,0.9045770518616816,0.9561253992237515,309,926
p0065,24.5,69.5,1.0,1,0.647887323943662,0.3698630136986301,0.46938775510204084,1.028169014084507,0.6084502919221324,0.20893967661691543,0.5542168674698795,0.9706916764361079,0.9534578370693494,0.9848484848484849,71,926
p0066,24.5,71.0,1.0,1,0.7171717171717171,0.37719298245614036,0.5,1.1515151515151516,0.6235901663746808,0.2627561036999748,0.5,0.9655172413793104,0.9500592341919544,0.9789203323558162,99,926
p0067,24.5,72.5,1.0,1,0.7865168539325843,0.2670157068062827,0.611353711790393,1.0730337078651686,0.6988870945348523,0.19363399209486165,0.3580857019810507,0.9482993197278912,0.9219847710964184,0.9694269034755486,178,926
p0068,24.5,74.0,1.0,1,0.8218390804597702,0.3940677966101695,0.5355805243445693,1.3563218390804597,0.6140784856754904,0.31385599919270746,0.4767167644183773,0.9550724637681159,0.9306840880024142,0.9747412189244197,174,926
p0069,24.5,75.5,1.0,1,0.84375,0.425531914893617,0.5192307692307693,1.46875,0.6016450425026671,0.35262145748987855,0.5,0.9638205499276411,0.9424916593627188,0.9825320550011604,160,926
p0070,24.5,77.0,1.0,1,0.817351598173516,0.32452830188679244,0.5868852459016394,1.2100456621004567,0.6486868966680116,0.27861394772761744,0.3733421052631579,0.9394856278366112,0.9101771686444928,0.9618913040567082,219,926
p0071,24.5,78.5,1.0,1,0.8850574712643678,0.4358974358974359,0.5255972696245734,1.5689655172413792,0.5964040913338224,0.35456927155192464,0.5205526797550659,0.9693721286370597,0.9496035154696572,0.9840715263944223,174,926
p0072,24.5,80.0,1.0,1,0.847926267281106,0.3333333333333333,0.5954692556634305,1.271889400921659,0.6562568674383935,0.26666666666666666,0.41012377820407414,0.9492307692307692,0.9280924790908511,0.9708622324731887,217,926
p0073,24.5,81.5,1.0,1,0.8472906403940886,0.381294964028777,0.5566343042071198,1.3694581280788178,0.6185037499473744,0.3107960149930953,0.4714963054187191,0.9521604938271605,0.9264199270026254,0.9725302911862419,203,926
