threshold_mm,lead_days,alpha,V,V_lo,V_hi,base_rate
2.5,3,0.06,-0.019884382017103828,,,0.18691828394735616
2.5,3,0.08,0.20944054273565532,,,0.18691828394735616
2.5,3,0.12,0.43876546748841433,,,0.18691828394735616
2.5,3,0.14,0.5042868745606311,,,0.18691828394735616
2.5,3,0.16,0.5534279298647939,,,0.18691828394735616
2.5,3,0.18,0.5916487506569204,,,0.18691828394735616
2.5,3,0.2,0.5891766075065463,,,0.18691828394735616
2.5,3,0.22,0.5672007170406937,,,0.18691828394735616
2.5,3,0.24,0.5440682007608489,,,0.18691828394735616
2.5,3,0.26,0.519685278195607,,,0.18691828394735616
2.5,3,0.28,0.493947748821185,,,0.18691828394735616
2.5,3,0.32,0.4379307731239135,,,0.18691828394735616
2.5,3,0.34,0.40737605910721997,,,0.18691828394735616
2.5,3,0.36,0.3749116754644831,,,0.18691828394735616
2.5,3,0.38,0.34035281545769874,,,0.18691828394735616
2.5,3,0.4,0.30349003145046205,,,0.18691828394735616
2.5,3,0.42,0.264084986477209,,,0.18691828394735616
2.5,3,0.44,0.22186529543443795,,,0.18691828394735616
2.5,3,0.46,0.17651821986998015,,,0.18691828394735616
2.5,3,0.48,0.12768290772364094,,,0.18691828394735616
2.5,3,0.5,0.0749407706055949,,,0.18691828394735616
2.5,3,0.52,0.01780345539437774,,,0.18691828394735616
2.5,3,0.54,-0.044302322009119176,,,0.18691828394735616
2.5,3,0.56,-0.11205407917656969,,,0.18691828394735616
2.5,3,0.58,-0.18625838464568212,,,0.18691828394735616
2.5,3,0.6,-0.26788312066170655,,,0.18691828394735616
2.5,3,0.62,-0.35809993415310204,,,0.18691828394735616
2.5,3,0.64,-0.4583408380324295,,,0.18691828394735616
2.5,3,0.66,-0.5703747894269728,,,0.18691828394735616
2.5,3,0.68,-0.6964129847458331,,,0.18691828394735616
2.5,3,0.7,-0.8392562727738756,,,0.18691828394735616
2.5,3,0.72,-1.0025057448059231,,,0.18691828394735616
2.5,3,0.74,-1.190870520227518,,,0.18691828394735616
2.5,3,0.76,-1.4106294248860436,,,0.18691828394735616
2.5,3,0.78,-1.67034449402794,,,0.18691828394735616
2.5,3,0.8,-1.9820025769982128,,,0.18691828394735616
2.5,3,0.82,-2.3629180117396573,,,0.18691828394735616
2.5,3,0.84,-2.8390623051664643,,,0.18691828394735616
2.5,3,0.86,-3.451247825286648,,,0.18691828394735616
2.5,3,0.88,-4.2674951854468866,,,0.18691828394735616
2.5,3,0.9,-5.410241489671231,,,0.18691828394735616
2.5,3,0.92,-7.124360946007734,,,0.18691828394735616
2.5,3,0.94,-9.981226706568574,,,0.18691828394735616
2.5,3,0.96,-15.694958227690238,,,0.18691828394735616
2.5,3,0.98,-32.836152791055405,,,0.18691828394735616
2.5,4,0.1,0.30948354115904636,0.20469562046747175,0.3970316353131954,0.18691828394735616
2.5,4,0.3,0.44874801826462346,0.3792716350246225,0.49728322025792515,0.18691828394735616
2.5,4,0.02,-2.059442931536955,,,0.18691828394735616
2.5,4,0.04,-0.578863886101954,,,0.18691828394735616
2.5,4,0.06,-0.08533753762362045,,,0.18691828394735616
2.5,4,0.08,0.16142563661554635,,,0.18691828394735616
2.5,4,0.12,0.40818881085471315,,,0.18691828394735616
2.5,4,0.14,0.47869257492304645,,,0.18691828394735616
2.5,4,0.16,0.5315703979742966,,,0.18691828394735616
2.5,4,0.18,0.5726975936808244,,,0.18691828394735616
2.5,4,0.2,0.571096055530155,,,0.18691828394735616
2.5,4,0.22,0.5491361514055724,,,0.18691828394735616
2.5,4,0.24,0.5260204628533802,,,0.18691828394735616
2.5,4,0.26,0.501655277622691,,,0.18691828394735616
2.5,4,0.28,0.475936470990297,,,0.18691828394735616
2.5,4,0.32,0.4199602447903805,,,0.18691828394735616
2.5,4,0.34,0.38942775777224414,,,0.18691828394735616
2.5,4,0.36,0.35698699031547465,,,0.18691828394735616
2.5,4,0.38,0.32245327011955827,,,0.18691828394735616
2.5,4,0.4,0.2856173019105808,,,0.18691828394735616
2.5,4,0.42,0.2462409221009845,,,0.18691828394735616
2.5,4,0.44,0.20405194373355987,,,0.18691828394735616
2.5,4,0.46,0.15873785585743683,,,0.18691828394735616
2.5,4,0.48,0.10993806891392,,,0.18691828394735616
2.5,4,0.5,0.057234299014921816,,,0.18691828394735616
2.5,4,0.52,0.00013854829100680898,,,0.18691828394735616
2.5,4,0.54,-0.06192205032194429,,,0.18691828394735616
2.5,4,0.56,-0.12962452153607243,,,0.18691828394735616
2.5,4,0.58,-0.20377484715154606,,,0.18691828394735616
2.5,4,0.6,-0.2853402053285671,,,0.18691828394735616
2.5,4,0.62,-0.37549139068211707,,,0.18691828394735616
2.5,4,0.64,-0.4756593744082833,,,0.18691828394735616
2.5,4,0.66,-0.5876118268081166,,,0.18691828394735616
2.5,4,0.68,-0.7135583357579289,,,0.18691828394735616
2.5,4,0.7,-0.8562977125677153,,,0.18691828394735616
2.5,4,0.72,-1.0194284289217572,,,0.18691828394735616
2.5,4,0.74,-1.2076561785610376,,,0.18691828394735616
2.5,4,0.76,-1.4272552198068633,,,0.18691828394735616
2.5,4,0.78,-1.6867813594610226,,,0.18691828394735616
2.5,4,0.8,-1.9982127270460128,,,0.18691828394735616
2.5,4,0.82,-2.3788510652054433,,,0.18691828394735616
2.5,4,0.84,-2.854648987904733,,,0.18691828394735616
2.5,4,0.86,-3.4663891742323947,,,0.18691828394735616
2.5,4,0.88,-4.282042756002603,,,0.18691828394735616
2.5,4,0.9,-5.423957770480905,,,0.18691828394735616
2.5,4,0.92,-7.136830292198351,,,0.18691828394735616
2.5,4,0.94,-9.991617828394084,,,0.18691828394735616
2.5,4,0.96,-15.701192900785546,,,0.18691828394735616
2.5,4,0.98,-32.8299181179601,,,0.18691828394735616
2.5,5,0.1,0.28221298552386415,0.17781397982366184,0.37528821650434574,0.18691828394735616
2.5,5,0.3,0.42605380819770466,0.3496800877374029,0.47778567335241323,0.18691828394735616
2.5,5,0.02,-2.177296832449477,,,0.18691828394735616
2.5,5,0.04,-0.6401031962161388,,,0.18691828394735616
2.5,5,0.06,-0.12770531747169264,,,0.18691828394735616
2.5,5,0.08,0.12849362190053037,,,0.18691828394735616
2.5,5,0.12,0.3846925612727533,,,0.18691828394735616
2.5,5,0.14,0.4578922582362457,,,0.18691828394735616
2.5,5,0.16,0.5127920309588648,,,0.18691828394735616
2.5,5,0.18,0.5554918541875686,,,0.18691828394735616
2.5,5,0.2,0.553753273203375,,,0.18691828394735616
2.5,5,0.22,0.5308328564074853,,,0.18691828394735616
2.5,5,0.24,0.5067061018854965,,,0.18691828394735616
2.5,5,0.26,0.4812751984704268,,,0.18691828394735616
2.5,5,0.28,0.45443146708785337,,,0.18691828394735616
2.5,5,0.32,0.3960068752551937,,,0.18691828394735616
2.5,5,0.34,0.36413891607374294,,,0.18691828394735616
2.5,5,0.36,0.3302792094434517,,,0.18691828394735616
2.5,5,0.38,0.2942350056112059,,,0.18691828394735616
2.5,5,0.4,0.2557878548568105,,,0.18691828394735616
2.5,5,0.42,0.21468917646418084,,,0.18691828394735616
2.5,5,0.44,0.17065487818636338,,,0.18691828394735616
2.5,5,0.46,0.12335878003611499,,,0.18691828394735616
2.5,5,0.48,0.07242452048969364,,,0.18691828394735616
2.5,5,0.5,0.0174155201795586,,,0.18691828394735616
2.5,5,0.52,-0.04217756348975437,,,0.18691828394735616
2.5,5,0.54,-0.10695265443465979,,,0.18691828394735616
2.5,5,0.56,-0.17761639001092025,,,0.18691828394735616
2.5,5,0.58,-0.2550100051658721,,,0.18691828394735616
2.5,5,0.6,-0.34014298183631847,,,0.18691828394735616
2.5,5,0.62,-0.4342373244720765,,,0.18691828394735616
2.5,5,0.64,-0.5387865940673625,,,0.18691828394735616
2.5,5,0.66,-0.6556357777326812,,,0.18691828394735616
2.5,5,0.68,-0.7870911093561666,,,0.18691828394735616
2.5,5,0.7,-0.9360738185294478,,,0.18691828394735616
2.5,5,0.72,-1.1063397718703418,,,0.18691828394735616
2.5,5,0.74,-1.3028004872636816,,,0.18691828394735616
2.5,5,0.76,-1.5320046552225772,,,0.18691828394735616
2.5,5,0.78,-1.8028823082649108,,,0.18691828394735616
2.5,5,0.8,-2.127935491915707,,,0.18691828394735616
2.5,5,0.82,-2.525222716377793,,,0.18691828394735616
2.5,5,0.84,-3.0218317469554,,,0.18691828394735616
2.5,5,0.86,-3.660329071983755,,,0.18691828394735616
2.5,5,0.88,-4.511658838688224,,,0.18691828394735616
2.5,5,0.9,-5.703520512074489,,,0.18691828394735616
2.5,5,0.92,-7.491313022153876,,,0.18691828394735616
2.5,5,0.94,-10.470967205619512,,,0.18691828394735616
2.5,5,0.96,-16.430275572550784,,,0.18691828394735616
2.5,5,0.98,-34.308200673344764,,,0.18691828394735616
2.5,6,0.1,0.2763843103530648,0.17469647676028935,0.36514548542746605,0.18691828394735616
2.5,6,0.3,0.4109124592519582,0.33244431568336996,0.4646358437815387,0.18691828394735616
2.5,6,0.02,-2.169366012135111,,,0.18691828394735616
2.5,6,0.04,-0.640772060580001,,,0.18691828394735616
2.5,6,0.06,-0.13124074339496453,,,0.18691828394735616
2.5,6,0.08,0.12352491519755386,,,0.18691828394735616
2.5,6,0.12,0.3782905737900721,,,0.18691828394735616
2.5,6,0.14,0.45108076195936314,,,0.18691828394735616
2.5,6,0.16,0.5056734030863314,,,0.18691828394735616
2.5,6,0.18,0.5481343461850843,,,0.18691828394735616
2.5,6,0.2,0.5455442869612203,,,0.18691828394735616
2.5,6,0.22,0.5213795999364809,,,0.18691828394735616
2.5,6,0.24,0.4959430872788605,,,0.18691828394735616
2.5,6,0.26,0.4691316279910984,,,0.18691828394735616
2.5,6,0.28,0.44083064318734966,,,0.18691828394735616
2.5,6,0.32,0.3792343821438962,,,0.18691828394735616
2.5,6,0.34,0.3456364215747396,,,0.18691828394735616
2.5,6,0.36,0.30993858847001116,,,0.18691828394735616
2.5,6,0.38,0.2719376693585258,,,0.18691828394735616
2.5,6,0.4,0.23140335563960815,,,0.18691828394735616
2.5,6,0.42,0.18807357200904093,,,0.18691828394735616
2.5,6,0.44,0.14164880383343323,,,0.18691828394735616
2.5,6,0.46,0.09178516394111384,,,0.18691828394735616
2.5,6,0.48,0.038085859441692946,,,0.18691828394735616
2.5,6,0.5,-0.019909389417681608,,,0.18691828394735616
2.5,6,0.52,-0.08273757568200404,,,0.18691828394735616
2.5,6,0.54,-0.15102908249105018,,,0.18691828394735616
2.5,6,0.56,-0.22552890810091872,,,0.18691828394735616
2.5,6,0.58,-0.3071239551974409,,,0.18691828394735616
2.5,6,0.6,-0.3968785070036158,,,0.18691828394735616
2.5,6,0.62,-0.49608090636833585,,,0.18691828394735616
2.5,6,0.64,-0.6063057945513577,,,0.18691828394735616
2.5,6,0.66,-0.7294983166382646,,,0.18691828394735616
2.5,6,0.68,-0.868089903986035,,,0.18691828394735616
2.5,6,0.7,-1.0251603696468399,,,0.18691828394735616
2.5,6,0.72,-1.2046694732591896,,,0.18691828394735616
2.5,6,0.74,-1.4117953620426704,,,0.18691828394735616
2.5,6,0.76,-1.6534422322900648,,,0.18691828394735616
2.5,6,0.78,-1.9390248971278956,,,0.18691828394735616
2.5,6,0.8,-2.2817240949332898,,,0.18691828394735616
2.5,6,0.82,-2.7005786700287713,,,0.18691828394735616
2.5,6,0.84,-3.2241468888981246,,,0.18691828394735616
2.5,6,0.86,-3.8973060274444373,,,0.18691828394735616
2.5,6,0.88,-4.794851545506184,,,0.18691828394735616
2.5,6,0.9,-6.051415270792642,,,0.18691828394735616
2.5,6,0.92,-7.936260858722313,,,0.18691828394735616
2.5,6,0.94,-11.077670171938427,,,0.18691828394735616
2.5,6,0.96,-17.36048879837065,,,0.18691828394735616
2.5,6,0.98,-36.20894467766748,,,0.18691828394735616
2.5,7,0.1,0.27169270460083145,0.18550838130660532,0.34854726832669086,0.18691828394735616
2.5,7,0.3,0.3970596094125752,0.3090350769364874,0.4605544695254648,0.18691828394735616
2.5,7,0.02,-2.1576226649467296,,,0.18691828394735616
2.5,7,0.04,-0.6393005589795041,,,0.18691828394735616
2.5,7,0.06,-0.13319319032376212,,,0.18691828394735616
2.5,7,0.08,0.11986049400410881,,,0.18691828394735616
2.5,7,0.12,0.3729141783319797,,,0.18691828394735616
2.5,7,0.14,0.44521523099708576,,,0.18691828394735616
2.5,7,0.16,0.49944102049591516,,,0.18691828394735616
2.5,7,0.18,0.5416166345505603,,,0.18691828394735616
2.5,7,0.2,0.5382081549524087,,,0.18691828394735616
2.5,7,0.22,0.5128738006247462,,,0.18691828394735616
2.5,7,0.24,0.48620605922720683,,,0.18691828394735616
2.5,7,0.26,0.45809681829466525,,,0.18691828394735616
2.5,7,0.28,0.4284259528658714,,,0.18691828394735616
2.5,7,0.32,0.3638481869326143,,,0.18691828394735616
2.5,7,0.34,0.3286239509690194,,,0.18691828394735616
2.5,7,0.36,0.2911982002576998,,,0.18691828394735616
2.5,7,0.38,0.2513578849843596,,,0.18691828394735616
2.5,7,0.4,0.20886154869279705,,,0.18691828394735616
2.5,7,0.42,0.16343443058802296,,,0.18691828394735616
2.5,7,0.44,0.11476251833290786,,,0.18691828394735616
2.5,7,0.46,0.06248527924408055,,,0.18691828394735616
2.5,7,0.48,0.0061867140714975686,,,0.18691828394735616
2.5,7,0.5,-0.054615736314892346,,,0.18691828394735616
2.5,7,0.52,-0.12048505756681506,,,0.18691828394735616
2.5,7,0.54,-0.19208214588412206,,,0.18691828394735616
2.5,7,0.56,-0.270188060412093,,,0.18691828394735616
2.5,7,0.58,-0.3557326334665372,,,0.18691828394735616
2.5,7,0.6,-0.4498316638264264,,,0.18691828394735616
2.5,7,0.62,-0.5538358552768305,,,0.18691828394735616
2.5,7,0.64,-0.6693960679995011,,,0.18691828394735616
2.5,7,0.66,-0.7985515998660158,,,0.18691828394735616
2.5,7,0.68,-0.9438515732158445,,,0.18691828394735616
2.5,7,0.7,-1.1085248763456497,,,0.18691828394735616
2.5,7,0.72,-1.2967229370654283,,,0.18691828394735616
2.5,7,0.74,-1.5138745455882499,,,0.18691828394735616
2.5,7,0.76,-1.767218088864874,,,0.18691828394735616
2.5,7,0.78,-2.0666240945554315,,,0.18691828394735616
2.5,7,0.8,-2.425911301384097,,,0.18691828394735616
2.5,7,0.82,-2.8650401097302454,,,0.18691828394735616
2.5,7,0.84,-3.4139511201629307,,,0.18691828394735616
2.5,7,0.86,-4.119693847862101,,,0.18691828394735616
2.5,7,0.88,-5.060684151460991,,,0.18691828394735616
2.5,7,0.9,-6.378070576499445,,,0.18691828394735616
2.5,7,0.92,-8.354150214057114,,,0.18691828394735616
2.5,7,0.94,-11.647616276653222,,,0.18691828394735616
2.5,7,0.96,-18.234548401845434,,,0.18691828394735616
2.5,7,0.98,-37.995344777422254,,,0.18691828394735616
