threshold_mm,lead_days,alpha,V,V_lo,V_hi,base_rate
2.5,1,0.38,0.38932114465916456,,,0.18691828394735616
2.5,1,0.4,0.35393546420604904,,,0.18691828394735616
2.5,1,0.42,0.3161093919975463,,,0.18691828394735616
2.5,1,0.44,0.27558145748843615,,,0.18691828394735616
2.5,1,0.46,0.23205145375642902,,,0.18691828394735616
2.5,1,0.48,0.1851729881988828,,,0.18691828394735616
2.5,1,0.5,0.13454424539673296,,,0.18691828394735616
2.5,1,0.52,0.07969644069440394,,,0.18691828394735616
2.5,1,0.54,0.02007926167013326,,,0.18691828394735616
2.5,1,0.56,-0.0449576609017984,,,0.18691828394735616
2.5,1,0.58,-0.11618857609962793,,,0.18691828394735616
2.5,1,0.6,-0.19454258281724118,,,0.18691828394735616
2.5,1,0.62,-0.28114437971565504,,,0.18691828394735616
2.5,1,0.64,-0.3773685984916709,,,0.18691828394735616
2.5,1,0.66,-0.4849133135942773,,,0.18691828394735616
2.5,1,0.68,-0.6059011180847089,,,0.18691828394735616
2.5,1,0.7,-0.7430206298405304,,,0.18691828394735616
2.5,1,0.72,-0.8997286432757564,,,0.18691828394735616
2.5,1,0.74,-1.0805455818548635,,,0.18691828394735616
2.5,1,0.76,-1.291498676863821,,,0.18691828394735616
2.5,1,0.78,-1.5408068800562256,,,0.18691828394735616
2.5,1,0.8,-1.8399767238871108,,,0.18691828394735616
2.5,1,0.82,-2.20562875523597,,,0.18691828394735616
2.5,1,0.84,-2.6626937944220446,,,0.18691828394735616
2.5,1,0.86,-3.250348844804143,,,0.18691828394735616
2.5,1,0.88,-4.03388891198027,,,0.18691828394735616
2.5,1,0.9,-5.130845006026855,,,0.18691828394735616
2.5,1,0.92,-6.776279147096724,,,0.18691828394735616
2.5,1,0.94,-9.518669382213169,,,0.18691828394735616
2.5,1,0.96,-15.00344985244605,,,0.18691828394735616
2.5,1,0.98,-31.457791263144845,,,0.18691828394735616
2.5,2,0.1,0.3844632363480006,0.2924180792881061,0.4668122027705484,0.18691828394735616
2.5,2,0.3,0.48734955140042646,0.4171228430976605,0.5300842291997041,0.18691828394735616
2.5,2,0.02,-1.6588218431990827,,,0.18691828394735616
2.5,2,0.04,-0.3817686684821555,,,0.18691828394735616
2.5,2,0.06,0.043915723090153284,,,0.18691828394735616
2.5,2,0.08,0.256757918876308,,,0.18691828394735616
2.5,2,0.12,0.4696001146624623,,,0.18691828394735616
2.5,2,0.14,0.5304121706013637,,,0.18691828394735616
2.5,2,0.16,0.5760212125555397,,,0.18691828394735616
2.5,2,0.18,0.6114949118532321,,,0.18691828394735616
2.5,2,0.2,0.6083690095182676,,,0.18691828394735616
2.5,2,0.22,0.5866475683176293,,,0.18691828394735616
2.5,2,0.24,0.5637828933695893,,,0.18691828394735616
2.5,2,0.26,0.5396822900459792,,,0.18691828394735616
2.5,2,0.28,0.5142427643155022,,,0.18691828394735616
2.5,2,0.32,0.45887438478446385,,,0.18691828394735616
2.5,2,0.34,0.42867345049480643,,,0.18691828394735616
2.5,2,0.36,0.39658495781204545,,,0.18691828394735616
2.5,2,0.38,0.3624262397949128,,,0.18691828394735616
2.5,2,0.4,0.3259902739099713,,,0.18691828394735616
2.5,2,0.42,0.28704148279158553,,,0.18691828394735616
2.5,2,0.44,0.24531063516474366,,,0.18691828394735616
2.5,2,0.46,0.2004886136396175,,,0.18691828394735616
2.5,2,0.48,0.15221874430486593,,,0.18691828394735616
2.5,2,0.5,0.10008728542333425,,,0.18691828394735616
2.5,2,0.52,0.04361153830167494,,,0.18691828394735616
2.5,2,0.54,-0.01777514335230259,,,0.18691828394735616
2.5,2,0.56,-0.08474243242936899,,,0.18691828394735616
2.5,2,0.58,-0.15808755856139334,,,0.18691828394735616
2.5,2,0.6,-0.2387671973066209,,,0.18691828394735616
2.5,2,0.62,-0.3279394296039777,,,0.18691828394735616
2.5,2,0.64,-0.427019687712152,,,0.18691828394735616
2.5,2,0.66,-0.5377564467742291,,,0.18691828394735616
2.5,2,0.68,-0.6623353007190657,,,0.18691828394735616
2.5,2,0.7,-0.8035246685232134,,,0.18691828394735616
2.5,2,0.72,-0.9648839460136682,,,0.18691828394735616
2.5,2,0.74,-1.1510677277334245,,,0.18691828394735616
2.5,2,0.76,-1.3682821397398062,,,0.18691828394735616
2.5,2,0.78,-1.6249900812018945,,,0.18691828394735616
2.5,2,0.8,-1.9330396109563994,,,0.18691828394735616
2.5,2,0.82,-2.3095445917674593,,,0.18691828394735616
2.5,2,0.84,-2.780175817781285,,,0.18691828394735616
2.5,2,0.86,-3.3852731083704937,,,0.18691828394735616
2.5,2,0.88,-4.192069495822768,,,0.18691828394735616
2.5,2,0.9,-5.321584438255958,,,0.18691828394735616
2.5,2,0.92,-7.015856851905735,,,0.18691828394735616
2.5,2,0.94,-9.839644207988693,,,0.18691828394735616
2.5,2,0.96,-15.4872189201546,,,0.18691828394735616
2.5,2,0.98,-32.429943056652476,,,0.18691828394735616
2.5,3,0.1,0.3470354975873108,0.25088628864827467,0.4298816949954115,0.18691828394735616
2.5,3,0.3,0.46673950348251025,0.39380277816131254,0.5135642271692205,0.18691828394735616
2.5,3,0.02,-1.8544837800391765,,,0.18691828394735616
2.5,3,0.04,-0.4785342315226219,,,0.18691828394735616
